Date,StockName,Open,Close,Volume
14/06/2019,GOOG,118.86,117.54,2183
15/02/2021,GOOG,148.48,148.28,4845
09/02/2020,AMZN,109.77,110.369999999999,4657
09/12/2021,MSFT,116.82,119.66,9373
22/10/2022,AMZN,86.05,85.52,7008
05/02/2019,AAPL,102.32,102.94,2903
23/05/2019,AAPL,110.68,106.29,4965
23/10/2019,GOOG,94.71,92.8099999999999,1256
17/11/2022,MSFT,85.9,85.33,3366
01/03/2019,GOOG,96.13,96.1799999999999,1181
11/03/2019,AAPL,126.01,126.03,5200
08/04/2022,AAPL,128.65,129.16,3777
31/08/2018,GOOG,91.61,94.62,2859
24/05/2019,AAPL,136.87,137.54,4970
07/11/2018,FB,57.34,60.78,4318
20/12/2019,AAPL,89.67,92.41,6539
16/05/2021,MSFT,52.81,50.66,6161
06/07/2020,FB,93.05,94.52,7536
21/08/2018,MSFT,71.08,74.3,8449
15/01/2018,FB,91.91,90.7,6511
11/10/2022,GOOG,79.05,79.92,4111
18/02/2019,AMZN,106.28,106.23,1844
08/09/2022,MSFT,102.55,105.48,4487
04/03/2019,FB,98.38,97.52,8926
01/02/2019,AMZN,118.17,117.8,2314
19/01/2021,AAPL,138.28,140.68,9325
09/02/2018,AMZN,109.27,107.94,9542
08/01/2021,FB,94.46,89.33,4106
27/10/2022,GOOG,61.08,59.6999999999999,3589
27/07/2021,AMZN,62.95,62.16,6412
16/01/2020,FB,116.68,116.19,2721
26/09/2018,MSFT,100.35,102.059999999999,1527
07/04/2021,FB,104.1,105.63,6796
10/05/2021,MSFT,91.57,93.3899999999999,5268
26/10/2018,GOOG,124.32,124.449999999999,9808
29/08/2020,GOOG,99.02,103.119999999999,7250
04/06/2021,AAPL,83.72,82.49,5078
23/11/2021,FB,123.93,123.14,9611
21/06/2019,GOOG,110.56,114.26,9633
03/03/2018,AMZN,116.11,117.5,2349
13/12/2022,FB,143.05,141.51,9477
23/10/2019,FB,76.88,75.06,4582
06/03/2018,AAPL,107.88,107.789999999999,5072
04/04/2022,GOOG,101.41,100.789999999999,1897
17/07/2020,GOOG,115.34,112.62,3530
12/04/2021,FB,83.74,85.6799999999999,2259
12/07/2019,AMZN,86.12,85.45,3988
23/10/2021,AMZN,130.7,133.06,7788
05/02/2019,FB,119.07,125.779999999999,4928
19/08/2018,GOOG,90.4,88.64,1133
19/03/2022,AAPL,94.55,93.2599999999999,7601
14/10/2021,FB,110.92,109.84,5487
16/10/2020,GOOG,135.58,133.35,9515
26/04/2018,AMZN,116.17,117.53,9180
19/06/2021,GOOG,65.49,63.6099999999999,9441
14/09/2022,MSFT,110.96,112.449999999999,9348
21/03/2020,FB,81.35,80.74,7882
11/03/2022,AAPL,92.48,91.09,2670
22/07/2019,AAPL,85.82,87.7299999999999,9895
28/11/2019,GOOG,102.78,106.2,7812
04/10/2019,AAPL,118.67,120.44,3592
17/11/2019,AAPL,144.09,145.49,3189
24/11/2019,AAPL,94.57,92.3399999999999,8640
24/05/2019,FB,113.45,114.22,2612
16/10/2019,AAPL,149.36,150.53,7937
12/07/2021,MSFT,86.47,86.5399999999999,2488
02/11/2018,MSFT,89.46,90.75,8659
24/05/2022,FB,98.02,99.72,5272
10/08/2021,AMZN,105.96,106.66,4898
17/04/2021,AAPL,120.73,123.14,3423
11/10/2020,MSFT,77.69,79.67,6895
02/12/2021,AMZN,103.33,104.35,1897
19/01/2019,AMZN,105.32,104.97,3744
27/03/2021,GOOG,135.6,134.579999999999,9409
30/10/2019,MSFT,89.78,89,9145
10/12/2019,GOOG,97.18,97.42,8364
03/08/2021,FB,96.81,96.17,2797
23/09/2020,MSFT,107.09,107.48,3986
06/06/2021,AAPL,96.26,97.09,4298
31/12/2020,FB,88.64,87.93,7015
07/03/2022,MSFT,99.58,99.47,7858
18/02/2022,FB,108.17,110.41,3319
13/06/2019,AAPL,84.17,83.3,2036
18/07/2018,GOOG,117.63,119.009999999999,2170
09/05/2020,GOOG,117.95,117.49,5259
20/01/2019,MSFT,96.11,97.2,3125
24/07/2021,FB,81.28,80.84,5701
28/05/2020,GOOG,124.33,128.64,5967
30/08/2022,AMZN,116.71,115.399999999999,3682
23/07/2019,FB,88.34,90.41,5125
17/09/2019,GOOG,82.88,85.7899999999999,4010
28/01/2018,AMZN,95.66,95.07,3058
18/10/2021,AMZN,87.41,88.21,1511
04/05/2020,FB,90.53,91.65,7898
14/01/2018,AAPL,83.12,81.78,9227
17/09/2019,AAPL,94.39,96.12,6675
27/11/2022,AMZN,54.52,56.19,6625
17/04/2018,GOOG,78.51,75.35,5222
03/04/2020,AMZN,83.69,81.56,1312
04/11/2019,MSFT,138.98,139.34,1122
27/03/2022,AMZN,99.87,100.08,3760
24/05/2021,MSFT,97.38,98.3,1630
07/11/2021,MSFT,115.36,115.54,6734
29/11/2018,MSFT,100.23,100.62,9887
29/11/2021,MSFT,79.36,79.49,9889
28/09/2020,AAPL,105.48,104.22,5721
15/09/2019,MSFT,62.29,62.62,4016
09/08/2022,FB,128.8,129.08,2592
19/04/2021,MSFT,100.48,99.33,3681
05/04/2020,FB,87.19,87.37,9770
21/02/2018,FB,66.24,65.39,5855
22/03/2020,AMZN,87.98,88.98,1496
05/07/2018,AMZN,79.86,83.03,8294
02/11/2021,MSFT,70.47,74.4,5974
13/05/2022,FB,83.79,83.86,2806
19/10/2020,AMZN,103.01,101.71,6868
19/12/2018,GOOG,102.78,107.31,1147
12/07/2019,AAPL,101.81,102.26,1146
06/05/2020,AAPL,123.21,121.509999999999,4900
28/03/2020,FB,92.45,94.35,5608
07/05/2022,AAPL,116.58,115.89,8951
06/10/2021,GOOG,76.77,73.08,5265
03/03/2022,GOOG,91.88,92.6499999999999,6264
21/04/2020,AMZN,91.04,91.37,5683
04/12/2021,GOOG,100.38,103.21,3964
18/11/2021,MSFT,134.84,136.06,6637
26/04/2022,FB,108.45,107.87,4841
05/08/2020,AMZN,97.4,99.6,8068
12/06/2018,GOOG,130.58,131.58,7474
25/05/2021,AAPL,107.71,105.57,4748
30/09/2022,GOOG,84.54,84.07,1754
02/06/2021,MSFT,128.96,126.92,5053
09/10/2019,AMZN,136.37,135.04,2486
29/10/2020,FB,134.28,134.01,1908
07/10/2018,FB,64.02,61.0999999999999,1557
18/07/2020,AAPL,109.42,108.98,7180
22/09/2018,AMZN,107.18,105.56,2162
08/08/2019,FB,91.4,90.15,2522
01/02/2021,AMZN,121.84,123.2,1127
19/09/2019,AAPL,103.77,104.25,3417
20/02/2021,AMZN,128.85,129.82,9319
07/03/2022,AMZN,109.9,107.65,8214
23/11/2022,AMZN,99.12,100.52,2390
27/03/2020,MSFT,107.29,110.19,2882
19/02/2021,AAPL,97.29,100.48,6275
04/01/2019,MSFT,114.52,113.27,4447
27/08/2018,AAPL,73.56,74.44,3384
02/01/2020,FB,100.6,103.729999999999,2866
09/03/2019,AAPL,91.68,88.99,8067
07/08/2019,FB,88.11,86.1799999999999,4009
25/03/2021,AMZN,105.25,102.44,5962
13/02/2021,AAPL,105.6,107.57,8274
20/01/2019,MSFT,113.47,112.44,2541
18/02/2020,MSFT,78.73,75.47,8338
05/12/2018,MSFT,104.19,103.83,1142
28/02/2018,AMZN,74.64,75.59,3959
19/08/2018,MSFT,107.06,107.37,3583
08/11/2021,FB,84.08,82.27,8328
27/08/2022,AMZN,102.75,101.65,6666
22/10/2018,FB,108.09,109.59,4691
10/07/2022,AMZN,117.02,117.46,2925
14/11/2018,FB,96.26,97.69,9576
03/03/2019,AMZN,93.45,93.46,5123
14/09/2020,FB,116.94,117.03,2090
13/08/2019,FB,96.05,97.67,2877
26/12/2021,MSFT,93.11,93.77,2282
29/05/2019,FB,111.59,112.34,2028
10/12/2022,AAPL,90.8,88.03,8028
17/08/2020,MSFT,110.17,108.24,1875
23/06/2020,GOOG,104.75,103.92,1399
29/07/2022,AMZN,60.74,54.9,7887
01/06/2018,MSFT,129,129.96,8048
16/12/2022,FB,109.72,108.63,4054
11/11/2018,MSFT,92.62,94.29,7276
01/03/2022,MSFT,140.9,141.46,6228
16/12/2022,MSFT,117.83,115.46,6893
20/05/2019,GOOG,72.1,72.0899999999999,2850
06/07/2018,AMZN,111.64,112.19,3170
26/09/2018,GOOG,84.33,82.92,2816
16/05/2021,AAPL,82.26,84.85,8683
02/03/2018,MSFT,123.99,126.699999999999,2744
06/12/2022,AAPL,104.05,101.25,2052
11/03/2019,FB,106.99,105.67,8612
05/02/2021,GOOG,107.12,105.32,4458
11/10/2020,MSFT,72.19,70.55,9740
14/03/2020,AMZN,116.21,116.1,8121
22/01/2020,GOOG,124.05,126.679999999999,3969
18/12/2018,AAPL,105.4,102.92,3874
23/10/2019,MSFT,75.27,78.2599999999999,5931
28/05/2019,FB,79.36,80.37,4102
13/06/2022,GOOG,90.69,88.77,1005
07/05/2018,AMZN,95.22,95.82,5579
17/05/2020,FB,90.42,91.5,3534
02/07/2020,FB,98.61,100.74,9931
03/12/2021,AAPL,105.4,107.08,4148
23/01/2020,GOOG,95.32,93.3899999999999,4936
07/11/2021,FB,90.49,88.03,9380
18/05/2019,MSFT,144.71,146.37,8913
06/01/2019,FB,77.84,75.58,6267
20/08/2021,AAPL,114.77,113.69,8200
02/09/2021,AAPL,128.32,127.83,8838
22/05/2018,AAPL,74.33,73.3,8681
18/03/2021,AMZN,73.21,71,2612
27/03/2019,GOOG,63.08,63.92,2733
20/06/2019,AAPL,99.9,103.81,1933
15/05/2020,MSFT,104.69,102.46,2974
23/06/2022,FB,104.19,102.69,6935
26/11/2020,FB,109.16,108.77,5850
25/06/2019,GOOG,105.82,106.8,8201
22/08/2021,FB,105.56,104.08,5553
26/03/2021,GOOG,118.4,116.94,1114
19/01/2018,MSFT,96.11,99.16,9011
15/09/2022,FB,109.57,111.02,5549
26/08/2021,AAPL,103.14,101.48,6983
28/11/2022,AAPL,96.8,94.56,2137
01/10/2021,GOOG,109.08,113.82,7676
06/10/2018,AAPL,134.89,135.04,2000
11/06/2019,GOOG,81.02,76.59,4341
13/01/2019,GOOG,110.31,110.38,3775
21/10/2020,AAPL,127.27,123.61,3676
28/06/2021,MSFT,96.55,100.22,2520
10/05/2022,MSFT,104.55,105.32,8488
17/06/2019,FB,112.33,113.57,9805
07/04/2022,AAPL,109.42,109.19,9797
23/08/2020,GOOG,52.59,54.93,2755
09/06/2018,AMZN,105.58,104.17,3049
22/06/2022,AAPL,107.13,105.44,5244
31/10/2018,FB,92.73,91.58,8505
18/11/2022,AMZN,99.61,97.88,4887
18/05/2019,AMZN,96.49,92.8999999999999,9540
22/09/2021,MSFT,76.08,79.61,1247
17/06/2020,GOOG,126.04,127.81,9624
04/08/2020,MSFT,99,97.06,7262
31/03/2021,AAPL,59.99,58.32,1270
29/09/2021,AMZN,76.03,77.36,5165
10/08/2022,MSFT,101.43,101.72,4762
29/10/2018,AAPL,102.15,104.05,5272
25/10/2021,AMZN,82.31,81.99,9290
21/08/2020,FB,103.78,104.18,8852
10/04/2018,AAPL,111.17,111.06,9441
05/11/2022,FB,76.41,74.97,7902
07/03/2021,MSFT,98.76,100.84,7573
27/11/2018,AMZN,103.6,104.5,6871
21/12/2022,FB,106.58,105.38,7009
03/03/2020,AMZN,129.06,129.64,5299
13/09/2020,MSFT,94.76,94.9,5160
14/04/2018,GOOG,79.41,80.4799999999999,5701
02/04/2022,AMZN,87.98,86.65,2668
17/07/2018,FB,71.86,72.6,5383
16/06/2020,GOOG,86.62,85.97,8598
11/12/2018,MSFT,88.74,86.16,5781
17/06/2019,GOOG,109.62,108.52,9614
02/02/2022,GOOG,48.72,49.19,6918
08/08/2021,MSFT,101.37,103,7573
14/02/2019,GOOG,130.5,130.67,2815
25/12/2021,AAPL,108.9,111.38,4242
10/03/2020,AMZN,104.87,105.13,6319
06/06/2021,GOOG,86.06,89.61,3632
18/09/2018,GOOG,75.83,76.01,6169
19/02/2019,MSFT,94.81,98.99,1573
22/02/2022,AAPL,92.43,93.78,3142
03/03/2022,GOOG,71.9,75.21,2937
02/06/2022,AMZN,82.31,78.67,4217
25/11/2018,AMZN,42.95,44.73,9843
27/03/2022,MSFT,99.7,98.78,9586
09/07/2019,FB,79.08,81.0399999999999,8501
13/05/2022,MSFT,56.48,55.3,4813
12/11/2021,AAPL,115.29,115.03,6548
31/10/2022,GOOG,128.32,133.32,4806
02/04/2020,MSFT,96.49,98.77,3227
25/03/2020,GOOG,107.34,103.94,3518
23/03/2020,MSFT,99.36,99.95,9958
03/01/2020,GOOG,111.91,110,2001
27/05/2020,FB,121.55,120.6,2326
04/02/2019,FB,109.84,110.19,5262
26/06/2018,MSFT,144.81,144.36,1381
10/06/2022,GOOG,147.01,147.01,5944
19/02/2018,AMZN,82.22,82.1,6197
21/05/2020,AAPL,104.57,102.1,1982
13/05/2022,AAPL,120.55,122.929999999999,8826
03/03/2022,AMZN,93.92,89.26,6022
29/07/2018,MSFT,89.19,88.86,8114
21/04/2022,GOOG,74.86,75.21,3169
18/09/2020,AAPL,93.91,95.7299999999999,7975
31/08/2020,FB,106.59,107.51,7959
19/06/2019,AMZN,113.5,115.45,5306
12/06/2019,GOOG,77.81,75.93,9977
24/08/2021,AAPL,98.22,98.63,9129
02/02/2018,MSFT,62.27,61.3,2244
12/07/2018,GOOG,142.93,145.55,8601
11/01/2022,MSFT,126.18,126.47,6881
14/09/2021,AAPL,103.13,104.57,6014
17/01/2019,MSFT,92.32,90.2299999999999,3218
03/10/2019,AMZN,153.4,151.12,1356
11/03/2022,AMZN,117.32,117.869999999999,4181
31/03/2019,FB,96.04,92.64,7449
20/11/2022,MSFT,91.6,91.6699999999999,9736
30/07/2021,GOOG,95.01,96.5,8495
02/06/2021,MSFT,94.49,96.53,8740
07/04/2019,AAPL,116.47,117.09,2186
08/10/2021,MSFT,103.53,104.46,5562
13/08/2021,AMZN,78.41,77.14,8675
14/12/2019,FB,118.76,117.72,2320
21/08/2020,FB,82.85,85.21,4082
20/09/2021,AMZN,91.86,88.33,7669
29/11/2022,FB,90.31,87.13,4692
21/09/2021,GOOG,111.05,111.52,7575
18/07/2018,AMZN,92.06,91.77,7791
26/08/2019,AAPL,109.75,111.39,2533
29/08/2019,AMZN,78.46,79.49,6549
23/08/2018,FB,71.02,66.1499999999999,3872
21/02/2022,AMZN,114.09,112.78,4940
11/12/2018,MSFT,96.64,100.05,7562
15/06/2019,MSFT,80.82,80.6,1797
19/01/2020,AAPL,76.93,78.63,2541
19/03/2021,AAPL,77.65,75.51,3359
29/11/2019,FB,106.4,107.11,1428
04/05/2021,GOOG,88.45,86.51,1493
18/10/2019,AAPL,77.01,78.27,4911
29/06/2021,AMZN,101.35,101.28,3119
18/01/2021,MSFT,92.53,95.43,9257
15/07/2021,AMZN,92.32,93.35,1251
02/06/2021,GOOG,87.91,89.6,4593
02/05/2020,AAPL,61.8,64.36,9224
16/09/2020,MSFT,107.73,103.53,2554
10/07/2022,MSFT,118.12,122.27,9349
01/11/2022,MSFT,88.89,87.32,6564
15/03/2022,FB,109.78,110.58,8759
06/02/2022,GOOG,97.38,94.22,8671
05/07/2021,AAPL,100.98,102.8,6524
24/07/2021,AAPL,85.81,85.46,8071
11/11/2019,GOOG,119.6,120.11,1178
25/03/2021,GOOG,89.91,86.13,2249
14/01/2019,AMZN,106.52,104.25,5974
22/05/2018,GOOG,101.14,101.68,3708
28/06/2018,GOOG,84.42,82.41,6528
24/08/2019,GOOG,129.46,128.85,5016
09/10/2021,GOOG,98.85,97.66,9511
04/03/2020,MSFT,104.15,98.63,4545
18/03/2022,GOOG,65.93,66.36,1297
29/11/2021,GOOG,101.62,101.19,5770
12/11/2021,GOOG,121.87,120.29,3262
13/01/2019,AAPL,84.07,85.22,9447
11/10/2022,MSFT,122.2,123.76,6560
28/04/2021,MSFT,83.83,83.01,5446
14/04/2021,GOOG,121.68,123.86,6478
19/02/2019,FB,124.62,122.55,5915
22/03/2019,MSFT,110.79,112.38,8927
28/03/2018,GOOG,113.16,112.34,3726
22/08/2018,AMZN,110.22,109.45,2618
23/10/2022,MSFT,103.22,99.49,6702
19/10/2022,FB,81.95,83.92,6261
21/12/2018,GOOG,121.21,118.89,4189
15/11/2022,GOOG,73.66,72.74,2421
27/09/2021,AAPL,89.89,88.53,7491
11/07/2018,AMZN,108.07,107.47,3019
01/05/2021,MSFT,111.76,110.94,6180
30/10/2018,FB,113.45,112.65,2353
17/05/2022,AMZN,114.96,116.649999999999,2470
07/07/2020,AAPL,87.84,86.92,2571
18/03/2020,GOOG,61.45,60.98,5704
29/04/2018,AMZN,102.71,99.8999999999999,7395
01/07/2022,AMZN,107.3,105.509999999999,4580
11/03/2020,MSFT,98.7,96.69,6592
08/04/2022,AMZN,85.97,80.99,3011
22/02/2021,AMZN,124.76,127.3,2009
21/03/2020,MSFT,119.41,115.399999999999,2791
20/06/2019,AAPL,132.05,133.37,1172
07/04/2019,AAPL,103.75,102.52,6861
19/02/2018,GOOG,86.82,86.99,9255
28/11/2018,MSFT,113.26,110.79,5910
13/11/2021,GOOG,87.26,87.37,8070
01/02/2018,AMZN,104.26,104.44,2576
22/09/2019,GOOG,119.7,116.8,3033
19/11/2021,MSFT,123.81,124.14,5943
15/11/2018,MSFT,82.36,84.35,4654
11/01/2019,AAPL,78.7,78.28,5653
22/05/2018,FB,79.7,77.52,8398
25/06/2022,GOOG,106.64,105.97,7926
31/08/2022,GOOG,103.67,102.21,4980
26/09/2019,FB,57.32,54.5,5321
21/04/2019,MSFT,132.81,134.82,9823
25/03/2022,AAPL,52.9,51.15,1327
09/07/2019,AAPL,101.28,103.61,2345
27/08/2018,AMZN,116.52,115.8,1947
01/08/2021,MSFT,100.57,99.07,8247
29/09/2019,FB,100.48,99.79,8870
26/06/2018,GOOG,101.85,102.179999999999,9145
18/02/2020,MSFT,109.01,109.2,4796
18/12/2020,AAPL,109.48,110.02,5210
13/09/2022,FB,124.02,126.97,6740
27/10/2022,FB,86.58,90.91,2496
06/07/2021,AAPL,90.2,90.37,8508
19/02/2022,AAPL,116.94,114.72,4920
23/01/2022,FB,103,101.79,4153
29/06/2020,FB,106.95,108.52,3545
14/04/2019,AMZN,146.67,145.329999999999,5346
07/12/2021,AAPL,123.08,126.19,2356
28/04/2019,MSFT,74.34,77.02,6601
30/05/2020,MSFT,92.84,93.2,9098
24/10/2019,GOOG,98.72,98.64,2103
27/08/2020,GOOG,138.86,137.82,3047
28/04/2019,MSFT,85.51,85.79,2101
01/08/2018,GOOG,105.29,104.67,9669
25/07/2021,AMZN,85.12,86.09,7906
23/10/2018,AMZN,74.62,77.83,8363
21/06/2021,AAPL,115.63,115.149999999999,9013
03/01/2022,FB,97.28,96.04,8455
04/10/2022,AMZN,110.22,112.4,6003
27/11/2018,AAPL,85.66,88.11,3763
28/11/2018,GOOG,89.61,90.36,9400
24/03/2018,GOOG,116.77,113.869999999999,8823
28/06/2019,FB,101.62,100.4,7879
19/08/2021,AAPL,83.19,81.13,5722
17/10/2022,FB,74,74.92,4084
01/08/2019,MSFT,94.16,92.7899999999999,6628
31/07/2018,AMZN,91.54,90.92,2278
07/02/2021,AMZN,125.59,124.04,6141
16/10/2022,AMZN,115.89,116.49,7686
13/04/2021,GOOG,108.61,111.37,3301
21/10/2018,AAPL,108.32,107.559999999999,4027
09/11/2022,GOOG,121.18,120.28,3294
23/11/2018,AMZN,69.51,66.34,6195
08/09/2018,GOOG,86.31,85.54,4594
10/11/2021,AMZN,107.99,107.619999999999,9051
17/11/2021,FB,107.75,107.43,6926
10/12/2021,FB,98.66,99.95,2517
29/05/2019,MSFT,96.79,96.94,9939
28/12/2018,AAPL,99.11,95.2,8094
18/07/2021,AMZN,87.69,85.96,1127
20/06/2021,MSFT,66.4,65.28,3683
04/08/2022,AMZN,95.73,93.57,4329
13/11/2020,MSFT,95.82,97.8399999999999,6442
18/05/2020,AAPL,95.33,98.07,1936
06/03/2020,MSFT,106.12,104.46,2110
05/01/2018,FB,97.37,98.14,9772
09/03/2021,FB,100.59,98,7706
16/09/2022,AMZN,113.66,116.64,4460
12/01/2020,AMZN,94.89,94.29,1068
29/06/2019,MSFT,85.75,86.45,9928
21/07/2021,GOOG,111.33,111.39,5915
21/08/2022,AMZN,87.77,87.38,5229
15/10/2022,AMZN,111.92,109.19,6920
31/03/2022,MSFT,124.51,123.65,8674
02/12/2021,FB,135.71,135.23,8195
17/05/2020,MSFT,41.11,40.53,7966
25/12/2021,AMZN,108.37,108.1,4555
14/06/2021,FB,119.3,121.039999999999,2173
28/01/2021,GOOG,93.15,95.52,9011
17/07/2019,GOOG,63.82,62.12,3665
27/07/2020,MSFT,85,85.67,7246
23/02/2022,AMZN,96.65,95.11,4555
05/05/2021,GOOG,81.21,82.6699999999999,1890
22/10/2022,AMZN,59.37,56.8099999999999,8861
15/01/2022,MSFT,89.26,90.72,5020
07/01/2022,MSFT,113.09,115.85,5291
14/03/2022,FB,120.54,121.95,6810
12/05/2021,GOOG,119.21,119.839999999999,2886
24/11/2022,MSFT,82.08,85.09,3469
26/07/2019,AAPL,88.01,85.42,1526
24/07/2022,FB,95.8,94.09,6732
15/01/2021,AMZN,97.49,98.9299999999999,9451
09/10/2018,MSFT,112.26,109.82,2267
16/02/2020,FB,76.45,76.54,9699
05/06/2019,FB,100.83,101.63,4130
12/01/2018,AAPL,82.87,82.24,5838
02/07/2022,GOOG,145.54,141.48,5684
12/09/2018,GOOG,126.44,126.17,2272
19/11/2021,GOOG,109.06,108.06,5539
04/12/2020,FB,78.88,78.05,9919
16/07/2020,FB,105.86,104.51,7167
14/01/2022,FB,91.1,91.5399999999999,5690
01/03/2018,GOOG,118.09,115.48,9117
27/02/2022,GOOG,98.68,95.86,2105
24/02/2020,AAPL,105.3,106.119999999999,9657
08/06/2021,AAPL,129.71,130.39,9792
07/08/2021,GOOG,87.31,85.46,3166
24/01/2019,AAPL,50.58,52.16,5542
08/08/2019,AAPL,107.41,104.66,8502
17/03/2020,AAPL,112.26,114.24,3808
09/07/2018,GOOG,89.36,91.48,8908
25/04/2018,AMZN,103.92,100.81,5701
17/08/2019,FB,83.51,84.85,6066
07/01/2018,AAPL,106.3,106.039999999999,7004
11/10/2021,AMZN,107.11,108.08,9367
04/06/2019,AAPL,93.37,90.3,8580
08/03/2019,GOOG,111.65,115.49,6823
17/04/2019,MSFT,55.64,55.89,9449
01/10/2019,AMZN,87.96,82.8099999999999,7040
16/10/2018,FB,96.84,98.39,9041
26/12/2019,AAPL,89.46,86.8699999999999,4838
18/09/2022,AMZN,108.15,105.83,3050
